Ê±¼ä	SPEED_A	ALPHA	TORQUE_A	POWER	REDFAC	TORQUE_C	POWER_C	LAMBDA	InjTim	zwout	FUELCOSP	BH	Knock1	Knock2	Knock3	Knock4	Misfir1	Misfir2	Misfir3	Misfir4	P_CRANK	InCamA	InCamC	ExCamA	ExCamC	ECU_u	ThrPos	wped	TWI	TWO	TWO2	tmot	P_AGB	P_OILOF	T_OIL	T_OILOF	prist	pristD	P_FUEL	T_FUEL	T_INTAKE	AirFlow	P_AIR	PHI	BoostD	BoostP	PLLKN	PLLKV	TLLKN	TLLKV	tans	P_EXH_1	P_EXH_2	T_EXH_1	T_EXH_2	OPF_Mass	BLOWBY	P_EFF_ME	T_AIR	P_INTAKE	FlapPosA	FlapPosD	TIME	DATE	T_EXH_3	T_EXH_4	T_EXH_5	T_EXH_6	P_EXH_3	P_EXH_4	P_EXH_5	P_EXH_6	TWD	prist_A	RunningTime	
10.000	3000	100.0	329.41	103.49	0.976	321.57	101.03	0.995	3.99	3.75	25.6572	247.93	0.00	0.00	0.00	0.00	0	0	0	0	-0.035108	23.40	23.70	11.77	12.00	13.90	79.94	99.90	61.1	93.5	90.8	84.83	0.478	4.07	99.4		200		5.48	15.0	26.0	380.93	1030.6	55.9	1.88	1.88	0.847	0.877	28.4	117.6	28.81	0.206648	0.127299	805.4	835.2		0.00	20.691	26.2	0.000819	0.00	0.00	21:52:25	2019-10-14					-0.001618	-0.000733	-0.00465		32.41		316.30	
11.000	3500	100.0	326.27	119.60	0.978	319.02	116.93	0.994	3.89	4.16	29.5260	246.89	0.00	0.00	0.00	0.00	0	0	0	0	-0.053231	23.04	23.25	18.93	19.00	13.90	80.00	99.90	60.9	91.9	89.3	83.54	0.453	3.98	98.8		200		5.45	15.0	26.8	442.54	1030.6	53.4	1.93	1.92	0.884	0.927	31.8	122.3	31.68	0.247303	0.163116	826.1	846.5		0.00	20.496	26.7	0.002072	0.00	0.00	21:54:25	2019-10-14					-0.001618	-0.000732	-0.00477		31.05		316.33	
12.000	3900	100.0	331.12	135.23	0.979	324.14	132.38	0.994	4.00	4.00	33.9962	251.39	0.00	0.00	0.00	0.00	0	0	0	0	-0.074197	20.20	20.44	18.87	19.00	13.82	80.00	99.90	62.0	89.8	87.3	81.00	0.435	3.92	98.2		200		5.43	15.0	27.5	510.48	1030.6	51.0	1.95	1.95	0.904	0.958	30.5	125.8	31.06	0.304544	0.209472	853.5	875.0		0.00	20.799	26.9	0.003967	0.00	0.00	21:56:25	2019-10-14					-0.001618	-0.000732	-0.00474		27.78		316.36	
13.000	4000	100.0	331.65	138.92	0.979	324.75	136.03	0.988	4.05	3.93	35.2504	253.76	0.00	0.00	0.00	0.00	0	0	0	0	-0.077479	19.76	20.00	18.88	19.00	13.86	80.00	99.90	62.6	88.5	86.0	80.00	0.414	3.89	97.7		200		5.42	15.0	27.8	527.64	1030.7	49.2	1.94	1.94	0.900	0.959	29.5	126.4	30.00	0.317556	0.221578	857.1	875.9		0.19	20.832	27.4	0.004722	0.00	0.00	21:58:25	2019-10-14					-0.001618	-0.000732	-0.00486		25.86		316.40	
14.000	4100	100.0	332.53	142.77	0.977	324.73	139.42	0.971	4.10	4.17	36.5553	256.04	0.00	0.00	0.00	0.00	0	0	0	0	-0.078540	19.79	20.00	18.88	19.00	13.76	80.00	99.90	62.9	88.4	86.0	80.00	0.413	3.85	97.8		200		5.41	15.0	26.3	539.33	1030.7	54.8	1.93	1.93	0.883	0.946	29.2	125.4	30.00	0.323004	0.230054	850.2	861.5		0.00	20.888	27.4	0.006370	0.00	0.00	22:00:25	2019-10-14					-0.001618	-0.000630	-0.00488		25.49		316.43	
15.000	4200	100.0	333.00	146.46	0.977	325.40	143.12	0.956	4.17	4.54	37.9373	259.02	0.00	0.00	0.00	0.00	0	0	0	0	-0.079352	19.81	20.00	18.81	19.00	13.79	80.00	99.90	63.0	88.2	85.8	80.00	0.412	3.82	97.8		200		5.40	15.0	26.4	553.38	1030.7	55.3	1.92	1.92	0.878	0.944	29.8	125.5	30.00	0.330123	0.236998	842.5	850.3		0.20	20.917	27.6	0.007707	0.00	0.00	22:02:25	2019-10-14					-0.001618	-0.000610	-0.00482		25.22		316.46	
16.000	4500	100.0	328.12	154.62	0.979	321.13	151.33	0.895	4.40	5.01	43.1258	278.95	0.00	0.00	0.00	-0.11	0	0	0	0	-0.081784	20.21	20.50	18.86	18.98	13.72	80.00	99.90	63.5	87.6	85.3	80.00	0.418	3.79	98.1		200		5.36	15.0	27.2	599.90	1030.7	52.7	1.91	1.91	0.865	0.942	31.0	126.8	32.00	0.354295	0.253418	815.8	815.9		0.00	20.610	27.4	0.007851	0.00	0.00	22:04:25	2019-10-14					-0.001618	-0.000610	-0.00374		24.15		316.50	
17.000	4900	100.0	308.98	158.55	0.976	301.46	154.69	0.944	3.90	7.83	41.6430	262.60	0.00	0.00	0.00	0.00	0	0	0	0	-0.082041	21.38	21.50	17.84	18.00	13.76	80.00	99.90	64.1	87.5	85.1	80.00	0.434	3.74	98.4		200		5.38	15.0	26.7	595.47	1030.7	48.7	1.81	1.81	0.764	0.848	30.4	121.9	31.00	0.374723	0.266164	844.3	850.7		0.00	19.409	27.8	0.009715	0.00	0.00	22:06:25	2019-10-14					-0.001618	-0.000610	-0.00366		23.34		316.53	
18.000	5000	100.0	304.33	159.34	0.971	295.37	154.65	0.955	3.79	8.53	41.2915	259.15	0.00	0.00	0.00	0.00	0	0	0	0	-0.081531	21.83	22.00	17.82	18.00	13.74	80.00	99.90	64.3	87.5	85.3	80.00	0.436	3.73	98.9		200		5.38	15.0	25.3	592.76	1030.7	47.1	1.78	1.78	0.734	0.821	29.4	115.9	30.00	0.379330	0.268582	852.0	860.5		0.00	19.116	22.9	0.002987	0.00	0.00	22:08:25	2019-10-14					-0.001618	-0.000610	-0.00366		23.19		316.56	
19.000	5100	100.0	298.15	159.23	0.977	291.39	155.62	0.964	3.69	9.27	40.9240	257.01	0.00	0.00	0.00	0.00	0	0	0	0	-0.081631	22.74	23.00	17.84	18.00	13.74	80.00	99.90	64.5	87.4	85.1	80.00	0.436	3.71	99.0		200		5.38	15.0	26.5	593.12	1030.7	55.3	1.75	1.75	0.707	0.796	29.2	115.4	30.00	0.378366	0.269798	856.6	867.2		0.00	18.728	25.6	0.000186	0.00	0.00	22:10:25	2019-10-14					-0.001618	-0.000616	-0.00366		22.94		316.60	
20.000	5500	100.0	274.10	157.87	0.971	266.24	153.34	0.975	3.39	11.07	40.6964	257.78	0.00	0.00	0.00	0.00	0	0	0	0	-0.082407	24.68	25.00	17.78	18.00	13.74	80.00	99.90	65.0	87.0	84.7	80.00	0.454	3.69	99.4		200		5.38	15.0	25.4	603.14	1030.6	47.7	1.68	1.69	0.644	0.738	30.9	114.6	32.01	0.385762	0.274836	865.2	879.7		0.00	17.218	26.4	0.005760	0.00	0.00	22:12:25	2019-10-14					-0.001618	-0.000730	-0.00366		21.98		316.63	
21.000	5800	100.0	260.75	158.36	0.970	252.96	153.64	0.973	3.24	13.12	41.2077	260.21	0.00	0.00	0.00	0.00	0	0	0	0	-0.082365	29.31	29.58	17.79	18.00	13.75	80.00	99.90	65.4	86.7	84.5	80.00	0.462	3.67	99.8		201		5.38	15.0	25.0	607.00	1030.6	48.2	1.66	1.66	0.618	0.715	29.7	109.8	31.00	0.390847	0.279496	865.6	879.9		0.00	16.378	22.3	0.000471	0.00	0.00	22:14:25	2019-10-14					-0.001618	-0.000627	-0.00366		21.36		316.66	
22.000	6000	100.0	254.83	160.12	0.980	249.75	156.92	0.966	3.23	13.93	42.3806	264.66	0.00	0.00	0.00	0.00	0	0	0	0	-0.082135	32.64	33.00	18.31	18.50	13.75	80.00	99.90	65.4	86.5	84.2	79.72	0.464	3.64	99.9		201		5.37	15.0	27.8	612.16	1030.7	51.1	1.67	1.66	0.630	0.730	29.4	112.3	30.59	0.403518	0.291757	868.9	881.7		0.00	16.008	23.8	-0.002252	0.00	0.00	22:16:25	2019-10-14					-0.001641	-0.000686	-0.00366		21.02		316.70	
23.000	6150	100.0	243.18	156.61	0.979	238.03	153.30	0.967	3.10	14.73	41.8102	266.97	0.00	0.00	0.00	0.00	0	0	0	0	-0.082683	34.13	34.65	18.34	18.50	13.76	80.00	99.90	65.9	86.9	84.7	80.00	0.485	3.65	100.7		199		5.38	15.0	27.2	608.60	1030.6	52.6	1.64	1.64	0.599	0.698	30.9	113.8	32.47	0.397654	0.285456	870.9	882.9		0.00	15.275	26.9	0.004968	0.00	0.00	22:18:25	2019-10-14					-0.001750	-0.000732	-0.00366		21.04		316.73	
24.000	2000	19.3	49.99	10.47	0.968	48.37	10.13	1.018	0.70	22.80	2.8956	276.57	0.00	0.00	0.00	0.00	0	0	0	0	-0.075762	55.27	55.50	13.81	14.00	14.11	7.09	20.18	58.0	109.9	105.5	106.62	0.562	1.55	101.1		200		5.57	15.0	23.6	45.38	1030.6	53.2	1.04	0.82	0.003	0.004	21.1	60.2	33.00	0.015922	0.005760	540.8	685.9		0.00	3.140	22.4	0.002266	100.00	100.00	22:20:25	2019-10-14					-0.002012	-0.000732	-0.00366		51.92		316.76	
25.000	1001	0.0	0.00	0.00	0.977	0.01	0.00	1.030	0.36	3.54	0.6210	35045.11	0.00	0.00	0.00	0.00	0	0	12	0	-0.068159	5.87	5.91	4.38	4.50	14.07	1.68	0.00	52.7	107.7	102.9	105.00	0.579	1.54	93.0		105		5.58	15.0	26.3	9.18	1030.6	55.9	1.04	0.82	0.002	0.002	21.5	62.8	35.00	0.006109	0.003249	354.5	482.7		0.00	0.000	22.9	-0.007095	100.00	100.00	22:22:25	2019-10-14					-0.002234	-0.000732	-0.00366		54.98		316.80	
26.000	1200	11.7	15.88	2.00	0.979	15.54	1.95	1.018	0.50	19.87	1.0307	516.36	0.00	0.00	0.00	0.00	0	0	0	0	-0.069267	19.02	19.19	6.33	6.50	14.12	2.63	9.08	50.2	110.0	105.2	108.00	0.617	1.54	94.1		126		5.59	15.0	27.1	14.62	1030.6	53.3	1.04	0.82	0.003	0.003	21.2	55.1	34.00	0.005849	0.006529	296.1	449.4		0.05	0.998	24.3	-0.008328	100.00	100.00	22:24:25	2019-10-14					-0.001628	-0.000934	-0.00366		59.77		316.83	
27.000	1500	15.9	39.52	6.21	0.978	38.66	6.07	1.022	0.60	24.61	1.9625	316.14	0.00	0.00	0.00	0.00	0	0	0	0	-0.074834	52.58	53.03	14.80	15.00	14.08	4.84	15.32	51.0	110.9	106.6	108.00	0.707	1.53	95.4		184		5.58	15.0	27.6	29.44	1030.6	48.2	1.05	0.82	0.014	0.015	21.2	45.0	39.00	0.007806	0.003745	339.0	342.0		0.00	2.483	24.3	-0.007536	100.00	100.00	22:26:25	2019-10-14					-0.001618	-0.001090	-0.00366		59.90		316.86	
28.000	2000	15.8	31.61	6.62	0.980	30.99	6.49	1.019	0.56	27.33	2.3022	347.77	0.00	0.00	0.00	0.00	0	0	0	0	-0.074059	55.42	55.50	13.38	13.50	14.05	5.51	15.18	53.7	110.7	106.7	108.00	0.770	1.53	96.4		153		5.58	15.0	27.9	32.93	1030.6	51.3	1.05	0.82	0.018	0.018	21.4	41.8	39.00	0.008690	0.003952	374.8	358.3		0.00	1.986	24.5	-0.007165	100.00	100.00	22:28:25	2019-10-14					-0.001618	-0.001099	-0.00366		57.05		316.90	
29.000	3000	18.9	47.37	14.88	0.981	46.46	14.59	1.013	0.70	24.84	4.7027	315.97	0.00	0.00	0.00	0.00	0	0	0	0	-0.076256	59.18	59.53	13.88	14.00	14.06	9.28	19.63	59.4	102.9	99.9	100.01	0.748	1.53	98.5		200		5.58	15.0	28.0	68.35	1030.6	50.8	1.13	0.82	0.090	0.092	21.8	42.8	29.46	0.016449	0.006242	509.7	497.6		0.15	2.976	24.5	-0.006956	100.00	100.00	22:30:25	2019-10-14					-0.001618	-0.001099	-0.00366		43.56		316.93	
30.000	1001	0.0	0.00	0.00	0.981	0.01	0.00	1.021	0.37	5.58	0.6184	144527.20	0.00	0.00	0.00	0.00	0	0	3	0	-0.068455	5.44	5.59	4.39	4.50	14.07	1.60	0.00	58.8	104.5	99.4	103.80	0.652	1.54	90.7		102		5.59	15.0	28.1	8.44	1030.6	50.7	1.04	0.82	0.002	0.002	21.9	41.8	33.49	0.005047	0.003486	372.5	472.3		0.00	0.001	24.4	-0.007029	100.00	100.00	22:31:35	2019-10-14					-0.001618	-0.001099	-0.00446		45.70		316.95	
