Ê±¼ä	SPEED_A	ALPHA	TORQUE_A	POWER	REDFAC	TORQUE_C	POWER_C	LAMBDA	InjTim	zwout	FUELCOSP	BH	Knock1	Knock2	Knock3	Knock4	Misfir1	Misfir2	Misfir3	Misfir4	P_CRANK	InCamA	InCamC	ExCamA	ExCamC	ECU_u	ThrPos	wped	TWI	TWO	TWO2	tmot	P_AGB	P_OILOF	T_OIL	T_OILOF	prist	pristD	P_FUEL	T_FUEL	T_INTAKE	AirFlow	P_AIR	PHI	BoostD	BoostP	PLLKN	PLLKV	TLLKN	TLLKV	tans	P_EXH_1	P_EXH_2	T_EXH_1	T_EXH_2	OPF_Mass	BLOWBY	P_EFF_ME	T_AIR	P_INTAKE	FlapPosA	FlapPosD	TIME	DATE	T_EXH_3	T_EXH_4	T_EXH_5	T_EXH_6	P_EXH_3	P_EXH_4	P_EXH_5	P_EXH_6	TWD	prist_A	RunningTime	
15.000	3750	100.0	333.76	131.06	0.999	333.34	130.90	0.996	4.00	3.56	32.6790	249.34	0.00	0.00	0.00	0.00	0	0	0	0	-0.064599	20.77	21.00	18.81	19.00	13.79	80.05	99.90	61.9	89.3	87.2	81.00	0.711	3.99	98.7		200		5.46	15.0	27.0	487.55	1011.8	48.9	1.95	1.95	0.930	0.980	32.1	123.4	32.85	0.286619	0.196782	835.8	861.2		0.00	20.964	26.6	0.020767	0.00	0.00	12:32:34	2019-10-03					-0.000373	-0.000732	-0.00366		27.44		0.72	
16.000	4000	100.0	335.86	140.68	0.999	335.40	140.49	0.991	4.09	3.89	35.5098	252.44	0.00	0.00	-0.07	0.00	0	0	0	0	-0.075884	19.86	20.00	18.83	19.00	13.74	80.05	99.90	62.8	88.8	86.9	80.34	0.717	3.90	98.9		200		5.44	15.0	26.9	525.71	1011.7	49.5	1.94	1.95	0.919	0.981	28.9	123.7	30.00	0.320799	0.227614	848.5	870.4		0.05	21.096	26.8	0.019972	0.00	0.00	12:35:25	2019-10-03					-0.000373	-0.000732	-0.00366		25.99		0.76	
17.000	4200	100.0	337.26	148.33	0.999	336.80	148.13	0.959	4.19	4.52	38.2631	257.97	0.00	0.00	0.00	0.00	0	0	0	0	-0.078905	19.76	20.00	18.89	19.00	13.71	80.05	99.90	63.3	87.8	85.8	79.95	0.703	3.89	98.4		200		5.43	15.0	26.9	554.08	1011.7	49.4	1.93	1.92	0.902	0.972	30.9	123.8	31.93	0.335108	0.237625	836.0	846.2		0.00	21.183	26.9	0.022353	0.00	0.00	12:38:17	2019-10-03					-0.000373	-0.000732	-0.00366		24.52		0.81	
18.000	4300	100.0	337.27	151.87	0.999	336.87	151.69	0.948	4.20	4.87	39.4847	259.98	0.00	0.00	0.00	0.00	0	0	0	0	-0.079656	20.33	20.50	18.90	19.00	13.70	80.05	99.90	63.5	87.8	85.8	80.00	0.706	3.86	98.7		200		5.42	15.0	26.9	568.65	1011.6	49.5	1.92	1.92	0.894	0.967	29.7	124.2	30.06	0.341497	0.244151	830.9	839.0		0.00	21.185	27.4	0.022443	0.00	0.00	12:41:09	2019-10-03					-0.000373	-0.000732	-0.00366		24.25		0.86	
19.000	4400	100.0	336.84	155.18	0.991	333.64	153.73	0.928	4.30	5.23	41.1203	264.98	0.00	0.00	0.00	0.00	0	0	0	0	-0.080000	21.03	20.50	19.01	19.00	13.66	80.05	99.90	63.7	87.6	85.6	80.00	0.708	3.86	99.1		200		5.41	15.0	24.9	583.01	1011.6	44.4	1.91	1.91	0.888	0.964	29.9	122.9	30.19	0.347321	0.248114	821.5	826.6		0.00	21.155	25.3	0.022488	0.00	0.00	12:44:01	2019-10-03					-0.000373	-0.000732	-0.00366		23.93		0.91	
20.000	4500	100.0	335.31	158.00	0.990	331.85	156.38	0.907	4.39	5.43	42.9512	271.82	0.00	0.00	0.00	-0.19	0	0	0	0	-0.079217	20.32	20.50	18.80	19.00	13.64	80.05	99.90	63.8	87.3	85.1	79.00	0.698	3.87	98.8		200		5.40	15.0	24.5	597.00	1011.6	45.4	1.90	1.90	0.879	0.958	29.9	118.9	30.00	0.357129	0.254561	812.1	813.7		0.00	21.060	22.5	0.013667	0.00	0.00	12:46:53	2019-10-03					-0.000373	-0.000718	-0.00366		23.51		0.96	
21.000	4600	100.0	330.73	159.33	0.999	330.46	159.19	0.919	4.29	5.75	42.7529	268.33	0.00	0.00	0.00	0.00	0	0	0	0	-0.079593	20.77	21.00	18.35	18.50	13.63	80.05	99.90	64.0	87.4	85.4	79.80	0.707	3.85	98.6		200		5.40	15.0	27.1	600.04	1011.5	48.3	1.89	1.89	0.862	0.944	30.3	121.6	31.00	0.365728	0.260322	821.8	825.5		0.00	20.776	25.3	0.014836	0.00	0.00	12:49:44	2019-10-03					-0.000373	-0.000732	-0.00366		23.41		1.00	
22.000	4800	100.0	319.41	160.56	0.999	319.09	160.39	0.938	4.04	6.77	42.3691	263.88	0.00	0.00	0.00	0.00	0	0	0	0	-0.079935	21.24	21.50	17.77	18.00	13.66	80.05	99.90	64.4	87.4	85.5	80.00	0.722	3.83	99.0		200		5.40	15.0	27.0	598.23	1011.5	48.9	1.85	1.84	0.814	0.900	30.0	120.7	31.00	0.378162	0.268506	836.9	843.5		0.00	20.064	26.9	0.021143	0.00	0.00	12:52:36	2019-10-03					-0.000373	-0.000732	-0.00366		23.05		1.05	
23.000	5000	100.0	309.42	162.02	0.990	306.36	160.41	0.958	3.82	8.58	41.7013	257.36	0.00	0.00	0.00	0.00	0	0	0	0	-0.079837	21.76	22.00	17.94	18.00	13.65	80.05	99.90	64.7	87.3	85.4	80.00	0.734	3.81	99.8		200		5.41	15.0	24.6	593.07	1011.5	44.9	1.78	1.78	0.756	0.847	29.8	116.4	30.00	0.386430	0.272302	846.7	857.4		0.00	19.437	24.8	0.022755	0.00	0.00	12:55:28	2019-10-03					-0.000460	-0.000732	-0.00366		22.63		1.10	
24.000	5250	100.0	293.75	161.50	0.999	293.60	161.42	0.973	3.60	9.68	41.2992	255.71	0.00	0.00	0.00	0.00	0	0	0	0	-0.080109	23.17	23.50	17.78	18.00	13.68	80.05	99.90	65.0	87.1	85.2	80.00	0.737	3.81	100.1		201		5.41	15.0	27.2	597.49	1011.5	48.6	1.73	1.73	0.706	0.800	31.0	113.6	32.00	0.389123	0.277975	857.1	871.5		0.00	18.452	25.2	0.018815	0.00	0.00	12:58:20	2019-10-03					-0.000915	-0.000732	-0.00366		22.12		1.15	
25.000	5500	100.0	279.91	161.22	0.999	279.72	161.11	0.982	3.42	11.41	41.1252	255.09	0.00	0.00	0.00	0.00	0	0	0	0	-0.080954	25.28	25.00	17.77	18.00	13.66	80.05	99.90	65.4	87.0	85.1	80.00	0.751	3.79	100.5		200		5.41	15.0	27.1	603.67	1011.5	48.7	1.69	1.69	0.665	0.761	29.3	113.5	30.80	0.393487	0.280471	858.7	876.9		0.00	17.583	26.7	0.024279	0.00	0.00	13:01:12	2019-10-03					-0.001254	-0.000732	-0.00366		21.59		1.19	
26.000	5750	100.0	266.85	160.68	0.999	266.45	160.44	0.975	3.30	12.53	41.5682	258.70	0.00	0.00	0.00	0.00	0	0	0	0	-0.080883	28.68	29.00	17.79	18.00	13.70	80.05	99.90	65.7	86.8	85.0	80.00	0.764	3.79	101.2		200		5.41	15.0	26.7	605.54	1011.5	49.8	1.66	1.66	0.640	0.737	30.1	112.9	31.58	0.395164	0.282007	856.5	871.4		0.00	16.762	27.3	0.029716	0.00	0.00	13:04:03	2019-10-03					-0.001618	-0.000732	-0.00373		21.08		1.24	
27.000	6000	100.0	259.46	163.04	0.999	259.26	162.90	0.971	3.28	13.90	42.7746	262.40	0.00	0.00	0.00	0.00	0	0	0	0	-0.080173	32.31	32.85	18.23	18.50	13.69	80.05	99.90	66.3	87.2	85.4	80.00	0.788	3.76	102.0		200		5.40	15.0	27.0	610.52	1011.4	49.0	1.66	1.66	0.645	0.746	29.9	115.5	31.00	0.409288	0.294487	857.3	871.6		0.00	16.300	27.6	0.029714	0.00	0.00	13:06:55	2019-10-03					-0.001618	-0.000732	-0.00444		20.92		1.29	
28.000	6100	100.0	253.36	161.84	0.990	250.77	160.19	0.976	3.20	14.82	42.4035	262.01	0.00	-0.11	0.00	0.00	0	0	0	0	-0.080169	33.55	34.00	18.26	18.50	13.70	80.05	99.90	66.4	87.1	85.2	80.00	0.788	3.76	102.3		200		5.40	15.0	24.4	609.08	1011.4	46.0	1.65	1.65	0.627	0.727	29.7	109.6	31.00	0.408555	0.293678	860.0	875.9		0.10	15.914	23.6	0.026163	0.00	0.00	13:09:47	2019-10-03					-0.001618	-0.000723	-0.00486		20.69		1.34	
29.000	6200	100.0	247.39	160.65	0.991	245.16	159.17	0.972	3.13	15.03	42.6017	265.23	0.00	0.00	0.00	0.00	0	0	0	0	-0.080227	34.59	35.00	18.30	18.50	13.72	80.05	99.90	66.4	86.8	84.9	80.00	0.782	3.74	102.3		200		5.40	15.0	24.9	607.76	1011.4	44.9	1.64	1.64	0.615	0.716	30.1	107.3	32.00	0.408688	0.293773	861.6	875.5		0.10	15.542	22.7	0.017213	0.00	0.00	13:12:39	2019-10-03					-0.001618	-0.000704	-0.00485		20.40		1.39	
30.000	6300	100.0	242.30	159.86	0.990	239.92	158.28	0.973	3.10	15.54	42.6060	266.50	0.00	0.00	0.00	0.00	0	0	0	0	-0.079827	35.58	36.00	18.33	18.50	13.71	80.05	99.90	66.6	86.8	84.8	80.00	0.785	3.74	102.7		200		5.40	15.0	24.5	610.28	1011.4	45.4	1.63	1.63	0.609	0.709	30.0	107.4	31.74	0.409957	0.294569	865.3	878.7		0.00	15.221	22.9	0.018158	0.00	0.00	13:15:31	2019-10-03					-0.001618	-0.000732	-0.00482		20.19		1.43	
31.000	6500	100.0	231.13	157.33	0.998	230.71	157.04	0.975	2.99	16.68	42.1809	268.10	0.00	0.00	0.00	0.00	0	0	0	0	-0.080365	37.35	37.68	18.26	18.50	13.70	80.05	99.90	66.5	87.9	86.0	81.00	0.811	3.71	103.7		200		5.41	15.0	26.8	610.73	1011.4	47.8	1.61	1.61	0.590	0.689	30.3	106.3	32.00	0.406955	0.292629	867.8	880.4		0.00	14.519	23.3	0.015361	0.00	0.00	13:18:22	2019-10-03					-0.001618	-0.000732	-0.00422		21.39		1.48	
32.000	2000	19.8	49.99	10.47	1.000	49.97	10.47	1.018	0.70	22.21	2.9606	282.81	0.00	0.00	0.00	0.00	0	0	0	0	-0.078912	55.33	55.50	13.91	14.00	14.08	7.22	20.95	55.6	109.7	106.3	106.53	0.939	1.56	103.3		200		5.58	15.0	27.1	47.00	1011.3	48.9	1.02	0.81	0.003	0.005	22.1	49.3	32.44	0.014035	0.005404	480.2	562.7		0.00	3.140	26.1	0.021602	100.00	100.00	13:21:14	2019-10-03					-0.001618	-0.000732	-0.00433		54.08		1.53	
33.000	1200	11.6	15.80	1.99	0.999	15.79	1.98	1.026	0.50	19.86	1.0516	529.08	0.00	0.00	0.00	0.00	0	0	0	0	-0.071954	19.18	19.47	6.36	6.50	14.09	2.64	9.08	52.0	109.5	105.5	107.00	0.927	1.55	97.3		126		5.59	15.0	26.8	15.00	1011.3	49.6	1.02	0.81	0.003	0.003	22.6	44.8	34.00	0.006343	0.004426	277.5	361.0		0.00	0.993	25.4	0.016454	100.00	100.00	13:26:06	2019-10-03					-0.001618	-0.000852	-0.00404		57.49		1.61	
34.000	1500	16.7	39.62	6.22	1.005	39.83	6.26	1.021	0.60	24.77	2.0153	324.08	0.00	0.00	0.00	0.00	0	0	0	0	-0.079344	53.96	54.13	16.06	16.16	14.05	4.93	16.45	54.0	110.2	106.4	107.22	0.998	1.55	98.4		195		5.58	15.0	28.3	31.27	1011.3	53.0	1.03	0.81	0.018	0.018	22.9	39.2	40.13	0.008295	0.003577	338.8	327.9		0.10	2.488	25.2	0.012459	100.00	100.00	13:28:58	2019-10-03					-0.001618	-0.000854	-0.00368		56.22		1.66	
35.000	2000	16.6	31.64	6.63	1.000	31.65	6.63	1.020	0.59	26.42	2.3704	357.48	0.00	0.00	0.00	0.00	0	0	0	0	-0.076708	55.32	55.50	13.43	13.50	14.00	5.62	16.23	57.2	109.6	106.1	107.00	1.063	1.54	98.4		162		5.58	15.0	27.1	35.30	1011.2	48.8	1.04	0.81	0.020	0.021	23.3	37.5	39.49	0.009118	0.003896	378.8	387.4		0.15	1.988	25.4	0.015703	100.00	100.00	13:31:50	2019-10-03					-0.000881	-0.000854	-0.00366		52.43		1.70	
36.000	3000	19.4	47.37	14.88	1.007	47.68	14.98	1.013	0.70	24.61	4.7284	317.71	0.00	0.00	0.00	0.00	0	0	0	0	-0.078218	59.68	59.50	13.89	14.00	14.02	9.42	20.37	59.9	103.4	100.6	100.85	0.989	1.56	100.1		200		5.57	15.0	28.6	70.08	1011.2	52.5	1.11	0.81	0.094	0.096	23.9	41.0	31.00	0.017276	0.005966	508.2	515.7		0.00	2.975	25.2	0.013987	100.00	100.00	13:34:41	2019-10-03					-0.000380	-0.000854	-0.00366		43.57		1.75	
37.000	2000	16.5	31.61	6.62	0.999	31.58	6.62	1.019	0.60	26.48	2.3552	355.90	0.00	0.00	0.00	0.00	0	0	0	0	-0.076513	55.23	55.53	13.48	13.55	14.03	5.63	16.16	59.2	108.8	104.5	106.64	0.997	1.55	98.8		161		5.58	15.0	26.9	34.97	1011.1	49.5	1.04	0.81	0.021	0.021	24.1	38.6	37.53	0.009863	0.003921	428.2	506.5		0.14	1.985	25.4	0.016037	100.00	100.00	13:36:04	2019-10-03					-0.000373	-0.000854	-0.00366		49.64		1.78	
38.000	1006	0.0	-0.37	-0.05	0.999	-0.40	-0.05	1.260	0.37	6.53	0.6364	56185.01	0.00	0.00	0.00	0.00	0	0	1	0	-0.071836	6.59	6.32	4.54	4.65	14.04	1.68	0.00	59.4	108.4	104.6	105.65	1.027	1.55	96.0		111		5.59	15.0	26.8	9.40	1011.2	49.6	1.02	0.81	0.002	0.002	24.3	37.6	37.78	0.005214	0.003106	339.2	418.9		0.00	-0.025	25.1	0.014570	100.00	100.00	13:37:34	2019-10-03					-0.000373	-0.000854	-0.00366		48.93		1.80	
