AVL_INDEP_TIME	SPEED_A	ALPHA	TORQUE_A	POWER	REDFAC	TORQUE_C	POWER_C	P_EFF_ME	BH	FUELCOSP	T_FUEL	P_FUEL	TWI	TWO	TWD	P_AGB	T_OIL	P_OILOF	P_OILCH	PHI	T_INTAKE	P_INTAKE	T_AIR	P_AIR	BLOWBY	P_CRANK	T_EXH_1	T_EXH_2	T_EXH_3	T_EXH_4	T_EXH_D	P_EXH_1	P_EXH_2	P_EXH_3	P_EXH_4	P_EXH_D	TLLKV	TLLKN	PLLKV	PLLKN	LAMBDA	VOL_BAT	AIRCONS	nmot	wped	ThrPos	zwout	InjTim	Knock1	Knock2	Knock3	Knock4	Misfir1	Misfir2	Misfir3	Misfir4	tmot	tans	AirFlow	ECU_u	prist	pristD	FuelCon	lamsoni	lamsbg	InCamA	InCamC	ExCamA	ExCamC	WGA_A	WGA_C	BoostP	BoostD	FlapPosA	FlapPosD	LambdaD	load	Airpress	dA_Alarm	CP_alarm	T_OILOF	T_EXH_5	T_EXH_6	P_EXH_5	P_EXH_6	RunningTime	TIME	DATE	Cycler	lamsoni_w	pans	PC_CoDc	PC_CoDc2	prist_A	TIC_dem	TW_DEM	EE_MEA01	EE_MEA02	EE_MEA03	EE_MEA04	EE_MEA05	EE_MEA06	EE_MEA07	EE_MEA08	EE_MEA09	EE_MEA10	EE_MEA11	EE_MEA12	EE_MEA13	ATL_Speed	T_B1	TWO2	V_D1	T_B1	T_B2	T_DB1	T_DB2	STWATCH1	
10.000	3000	100.0	329.41	103.49	0.976	321.57	101.03	20.691	247.93	25.6572	15.0	5.48	61.1	93.5	32.41	0.478	99.4	4.07	-0.0134	55.9	26.0	0.000819	26.2	1030.6	0.00	-0.035108	805.4	835.2	**	**	-29.83	0.206648	0.127299	-0.001618	-0.000733	0	117.6	28.4	0.877	0.847	0.995			2999.8	99.90	79.94	3.75	3.99	0.00	0.00	0.00	0.00	0	0	0	0	84.83	28.81	380.93	13.90	200	**	31.48	0.00	0.00	23.40	23.70	11.77	12.00	**	**	1.88	1.88	0.00	0.00	1.00	**	**			**	**	**	-0.00465	**	316.30	21:52:25	2019-10-14	3	**	**	**	**	**	30.00	60.0	**	**	**	**	**	**	**	**	**	**	**	**	**	24143		90.8	**	33.1	**	40.93	41.70	1138696.5	
11.000	3500	100.0	326.27	119.60	0.978	319.02	116.93	20.496	246.89	29.5260	15.0	5.45	60.9	91.9	31.05	0.453	98.8	3.98	-0.0123	53.4	26.8	0.002072	26.7	1030.6	0.00	-0.053231	826.1	846.5	**	**	-20.33	0.247303	0.163116	-0.001618	-0.000732	0	122.3	31.8	0.927	0.884	0.994			3499.0	99.90	80.00	4.16	3.89	0.00	0.00	0.00	0.00	0	0	0	0	83.54	31.68	442.54	13.90	200	**	36.55	0.00	0.00	23.04	23.25	18.93	19.00	**	**	1.92	1.93	0.00	0.00	1.00	**	**			**	**	**	-0.00477	**	316.33	21:54:25	2019-10-14	3	**	**	**	**	**	30.00	60.0	**	**	**	**	**	**	**	**	**	**	**	**	**	28113		89.3	**	33.9	**	40.87	41.69	1138816.5	
12.000	3900	100.0	331.12	135.23	0.979	324.14	132.38	20.799	251.39	33.9962	15.0	5.43	62.0	89.8	27.78	0.435	98.2	3.92	-0.0110	51.0	27.5	0.003967	26.9	1030.6	0.00	-0.074197	853.5	875.0	**	**	-21.56	0.304544	0.209472	-0.001618	-0.000732	0	125.8	30.5	0.958	0.904	0.994			3898.7	99.90	80.00	4.00	4.00	0.00	0.00	0.00	0.00	0	0	0	0	81.00	31.06	510.48	13.82	200	**	42.02	0.00	0.00	20.20	20.44	18.87	19.00	**	**	1.95	1.95	0.00	0.00	1.00	**	**			**	**	**	-0.00474	**	316.36	21:56:25	2019-10-14	3	**	**	**	**	**	30.00	60.0	**	**	**	**	**	**	**	**	**	**	**	**	**	31306		87.3	**	34.9	**	40.92	41.69	1138936.5	
13.000	4000	100.0	331.65	138.92	0.979	324.75	136.03	20.832	253.76	35.2504	15.0	5.42	62.6	88.5	25.86	0.414	97.7	3.89	-0.0110	49.2	27.8	0.004722	27.4	1030.7	0.19	-0.077479	857.1	875.9	**	**	-18.79	0.317556	0.221578	-0.001618	-0.000732	0	126.4	29.5	0.959	0.900	0.988			4000.5	99.90	80.00	3.93	4.05	0.00	0.00	0.00	0.00	0	0	0	0	80.00	30.00	527.64	13.86	200	**	44.66	0.00	0.00	19.76	20.00	18.88	19.00	**	**	1.94	1.94	0.00	0.00	0.99	**	**			**	**	**	-0.00486	**	316.40	21:58:25	2019-10-14	3	**	**	**	**	**	30.00	60.0	**	**	**	**	**	**	**	**	**	**	**	**	**	32280		86.0	**	36.0	**	40.97	41.59	1139056.5	
14.000	4100	100.0	332.53	142.77	0.977	324.73	139.42	20.888	256.04	36.5553	15.0	5.41	62.9	88.4	25.49	0.413	97.8	3.85	-0.0098	54.8	26.3	0.006370	27.4	1030.7	0.00	-0.078540	850.2	861.5	**	**	-11.32	0.323004	0.230054	-0.001618	-0.000630	0	125.4	29.2	0.946	0.883	0.971			4100.0	99.90	80.00	4.17	4.10	0.00	0.00	0.00	0.00	0	0	0	0	80.00	30.00	539.33	13.76	200	**	46.47	0.00	0.00	19.79	20.00	18.88	19.00	**	**	1.93	1.93	0.00	0.00	0.97	**	**			**	**	**	-0.00488	**	316.43	22:00:25	2019-10-14	3	**	**	**	**	**	30.00	60.0	**	**	**	**	**	**	**	**	**	**	**	**	**	32964		86.0	**	37.1	**	40.97	41.52	1139176.5	
15.000	4200	100.0	333.00	146.46	0.977	325.40	143.12	20.917	259.02	37.9373	15.0	5.40	63.0	88.2	25.22	0.412	97.8	3.82	-0.0098	55.3	26.4	0.007707	27.6	1030.7	0.20	-0.079352	842.5	850.3	**	**	-7.76	0.330123	0.236998	-0.001618	-0.000610	0	125.5	29.8	0.944	0.878	0.956			4200.0	99.90	80.00	4.54	4.17	0.00	0.00	0.00	0.00	0	0	0	0	80.00	30.00	553.38	13.79	200	**	48.21	0.00	0.00	19.81	20.00	18.81	19.00	**	**	1.92	1.92	0.00	0.00	0.96	**	**			**	**	**	-0.00482	**	316.46	22:02:25	2019-10-14	3	**	**	**	**	**	30.00	60.0	**	**	**	**	**	**	**	**	**	**	**	**	**	33902		85.8	**	38.1	**	40.98	41.47	1139296.5	
16.000	4500	100.0	328.12	154.62	0.979	321.13	151.33	20.610	278.95	43.1258	15.0	5.36	63.5	87.6	24.15	0.418	98.1	3.79	-0.0098	52.7	27.2	0.007851	27.4	1030.7	0.00	-0.081784	815.8	815.9	**	**	-0.07	0.354295	0.253418	-0.001618	-0.000610	0	126.8	31.0	0.942	0.865	0.895			4500.4	99.90	80.00	5.01	4.40	0.00	0.00	0.00	-0.11	0	0	0	0	80.00	32.00	599.90	13.72	200	**	53.31	0.00	0.00	20.21	20.50	18.86	18.98	**	**	1.91	1.91	0.00	0.00	0.90	**	**			**	**	**	-0.00374	**	316.50	22:04:25	2019-10-14	3	**	**	**	**	**	30.00	60.0	**	**	**	**	**	**	**	**	**	**	**	**	**	36201		85.3	**	38.9	**	41.06	41.42	1139416.5	
17.000	4900	100.0	308.98	158.55	0.976	301.46	154.69	19.409	262.60	41.6430	15.0	5.38	64.1	87.5	23.34	0.434	98.4	3.74	-0.0096	48.7	26.7	0.009715	27.8	1030.7	0.00	-0.082041	844.3	850.7	**	**	-6.44	0.374723	0.266164	-0.001618	-0.000610	0	121.9	30.4	0.848	0.764	0.944			4899.9	99.90	80.00	7.83	3.90	0.00	0.00	0.00	0.00	0	0	0	0	80.00	31.00	595.47	13.76	200	**	53.68	0.00	0.00	21.38	21.50	17.84	18.00	**	**	1.81	1.81	0.00	0.00	0.95	**	**			**	**	**	-0.00366	**	316.53	22:06:25	2019-10-14	3	**	**	**	**	**	30.00	60.0	**	**	**	**	**	**	**	**	**	**	**	**	**	39464		85.1	**	39.8	**	41.28	41.33	1139536.5	
18.000	5000	100.0	304.33	159.34	0.971	295.37	154.65	19.116	259.15	41.2915	15.0	5.38	64.3	87.5	23.19	0.436	98.9	3.73	-0.0130	47.1	25.3	0.002987	22.9	1030.7	0.00	-0.081531	852.0	860.5	**	**	-8.46	0.379330	0.268582	-0.001618	-0.000610	0	115.9	29.4	0.821	0.734	0.955			4999.2	99.90	80.00	8.53	3.79	0.00	0.00	0.00	0.00	0	0	0	0	80.00	30.00	592.76	13.74	200	**	53.17	0.00	0.00	21.83	22.00	17.82	18.00	**	**	1.78	1.78	0.00	0.00	0.96	**	**			**	**	**	-0.00366	**	316.56	22:08:25	2019-10-14	3	**	**	**	**	**	30.00	60.0	**	**	**	**	**	**	**	**	**	**	**	**	**	40381		85.3	**	40.1	**	41.36	41.34	1139656.5	
19.000	5100	100.0	298.15	159.23	0.977	291.39	155.62	18.728	257.01	40.9240	15.0	5.38	64.5	87.4	22.94	0.436	99.0	3.71	-0.0137	55.3	26.5	0.000186	25.6	1030.7	0.00	-0.081631	856.6	867.2	**	**	-10.53	0.378366	0.269798	-0.001618	-0.000616	0	115.4	29.2	0.796	0.707	0.964			5100.0	99.90	80.00	9.27	3.69	0.00	0.00	0.00	0.00	0	0	0	0	80.00	30.00	593.12	13.74	200	**	52.71	0.00	0.00	22.74	23.00	17.84	18.00	**	**	1.75	1.75	0.00	0.00	0.97	**	**			**	**	**	-0.00366	**	316.60	22:10:25	2019-10-14	3	**	**	**	**	**	30.00	60.0	**	**	**	**	**	**	**	**	**	**	**	**	**	41091		85.1	**	40.3	**	41.36	41.30	1139776.5	
20.000	5500	100.0	274.10	157.87	0.971	266.24	153.34	17.218	257.78	40.6964	15.0	5.38	65.0	87.0	21.98	0.454	99.4	3.69	-0.0116	47.7	25.4	0.005760	26.4	1030.6	0.00	-0.082407	865.2	879.7	**	**	-14.59	0.385762	0.274836	-0.001618	-0.000730	0	114.6	30.9	0.738	0.644	0.975			5499.8	99.90	80.00	11.07	3.39	0.00	0.00	0.00	0.00	0	0	0	0	80.00	32.01	603.14	13.74	200	**	52.44	0.00	0.00	24.68	25.00	17.78	18.00	**	**	1.69	1.68	0.00	0.00	0.98	**	**			**	**	**	-0.00366	**	316.63	22:12:25	2019-10-14	3	**	**	**	**	**	30.00	60.0	**	**	**	**	**	**	**	**	**	**	**	**	**	44345		84.7	**	41.2	**	41.52	41.34	1139896.5	
21.000	5800	100.0	260.75	158.36	0.970	252.96	153.64	16.378	260.21	41.2077	15.0	5.38	65.4	86.7	21.36	0.462	99.8	3.67	-0.0132	48.2	25.0	0.000471	22.3	1030.6	0.00	-0.082365	865.6	879.9	**	**	-14.27	0.390847	0.279496	-0.001618	-0.000627	0	109.8	29.7	0.715	0.618	0.973			5799.4	99.90	80.00	13.12	3.24	0.00	0.00	0.00	0.00	0	0	0	0	80.00	31.00	607.00	13.75	201	**	52.81	0.00	0.00	29.31	29.58	17.79	18.00	**	**	1.66	1.66	0.00	0.00	0.98	**	**			**	**	**	-0.00366	**	316.66	22:14:25	2019-10-14	3	**	**	**	**	**	30.00	60.0	**	**	**	**	**	**	**	**	**	**	**	**	**	46790		84.5	**	41.5	**	41.71	41.50	1140016.5	
22.000	6000	100.0	254.83	160.12	0.980	249.75	156.92	16.008	264.66	42.3806	15.0	5.37	65.4	86.5	21.02	0.464	99.9	3.64	-0.0146	51.1	27.8	-0.002252	23.8	1030.7	0.00	-0.082135	868.9	881.7	**	**	-12.79	0.403518	0.291757	-0.001641	-0.000686	0	112.3	29.4	0.730	0.630	0.966			6000.1	99.90	80.00	13.93	3.23	0.00	0.00	0.00	0.00	0	0	0	0	79.72	30.59	612.16	13.75	201	**	53.57	0.00	0.00	32.64	33.00	18.31	18.50	**	**	1.66	1.67	0.00	0.00	0.97	**	**			**	**	**	-0.00366	**	316.70	22:16:25	2019-10-14	3	**	**	**	**	**	30.00	60.0	**	**	**	**	**	**	**	**	**	**	**	**	**	48403		84.2	**	41.7	**	41.68	41.60	1140136.5	
23.000	6150	100.0	243.18	156.61	0.979	238.03	153.30	15.275	266.97	41.8102	15.0	5.38	65.9	86.9	21.04	0.485	100.7	3.65	-0.0114	52.6	27.2	0.004968	26.9	1030.6	0.00	-0.082683	870.9	882.9	**	**	-11.91	0.397654	0.285456	-0.001750	-0.000732	0	113.8	30.9	0.698	0.599	0.967			6149.6	99.90	80.00	14.73	3.10	0.00	0.00	0.00	0.00	0	0	0	0	80.00	32.47	608.60	13.76	199	**	53.86	0.00	0.00	34.13	34.65	18.34	18.50	**	**	1.64	1.64	0.00	0.00	0.97	**	**			**	**	**	-0.00366	**	316.73	22:18:25	2019-10-14	3	**	**	**	**	**	30.00	60.0	**	**	**	**	**	**	**	**	**	**	**	**	**	49670		84.7	**	42.8	**	41.72	41.62	1140256.5	
24.000	2000	19.3	49.99	10.47	0.968	48.37	10.13	3.140	276.57	2.8956	15.0	5.57	58.0	109.9	51.92	0.562	101.1	1.55	-0.0106	53.2	23.6	0.002266	22.4	1030.6	0.00	-0.075762	540.8	685.9	**	**	-145.37	0.015922	0.005760	-0.002012	-0.000732	0	60.2	21.1	0.004	0.003	1.018			2000.2	20.18	7.09	22.80	0.70	0.00	0.00	0.00	0.00	0	0	0	0	106.62	33.00	45.38	14.11	200	**	17.41	0.00	0.00	55.27	55.50	13.81	14.00	**	**	0.82	1.04	100.00	100.00	1.01	**	**			**	**	**	-0.00366	**	316.76	22:20:25	2019-10-14	3	**	**	**	**	**	30.00	60.0	**	**	**	**	**	**	**	**	**	**	**	**	**	16046		105.5	**	43.4	**	41.31	41.03	1140376.5	
25.000	1001	0.0	0.00	0.00	0.977	0.01	0.00	0.000	35045.11	0.6210	15.0	5.58	52.7	107.7	54.98	0.579	93.0	1.54	-0.0171	55.9	26.3	-0.007095	22.9	1030.6	0.00	-0.068159	354.5	482.7	**	**	-128.16	0.006109	0.003249	-0.002234	-0.000732	0	62.8	21.5	0.002	0.002	1.030			997.3	0.00	1.68	3.54	0.36	0.00	0.00	0.00	0.00	0	0	12	0	105.00	35.00	9.18	14.07	105	**	3.35	0.00	0.00	5.87	5.91	4.38	4.50	**	**	0.82	1.04	100.00	100.00	1.00	**	**			**	**	**	-0.00366	**	316.80	22:22:25	2019-10-14	3	**	**	**	**	**	30.00	60.0	**	**	**	**	**	**	**	**	**	**	**	**	**	8028		102.9	**	41.7	**	40.83	40.74	1140496.6	
26.000	1200	11.7	15.88	2.00	0.979	15.54	1.95	0.998	516.36	1.0307	15.0	5.59	50.2	110.0	59.77	0.617	94.1	1.54	-0.0215	53.3	27.1	-0.008328	24.3	1030.6	0.05	-0.069267	296.1	449.4	**	**	-153.40	0.005849	0.006529	-0.001628	-0.000934	-0	55.1	21.2	0.003	0.003	1.018			1199.3	9.08	2.63	19.87	0.50	0.00	0.00	0.00	0.00	0	0	0	0	108.00	34.00	14.62	14.12	126	**	1.60	0.00	0.00	19.02	19.19	6.33	6.50	**	**	0.82	1.04	100.00	100.00	1.01	**	**			**	**	**	-0.00366	**	316.83	22:24:25	2019-10-14	3	**	**	**	**	**	30.00	60.0	**	**	**	**	**	**	**	**	**	**	**	**	**	9621		105.2	**	39.6	**	40.56	40.63	1140616.5	
27.000	1500	15.9	39.52	6.21	0.978	38.66	6.07	2.483	316.14	1.9625	15.0	5.58	51.0	110.9	59.90	0.707	95.4	1.53	-0.0217	48.2	27.6	-0.007536	24.3	1030.6	0.00	-0.074834	339.0	342.0	**	**	-3.22	0.007806	0.003745	-0.001618	-0.001090	0	45.0	21.2	0.015	0.014	1.022			1499.9	15.32	4.84	24.61	0.60	0.00	0.00	0.00	0.00	0	0	0	0	108.00	39.00	29.44	14.08	184	**	2.33	0.00	0.00	52.58	53.03	14.80	15.00	**	**	0.82	1.05	100.00	100.00	1.01	**	**			**	**	**	-0.00366	**	316.86	22:26:25	2019-10-14	3	**	**	**	**	**	30.00	60.0	**	**	**	**	**	**	**	**	**	**	**	**	**	12094		106.6	**	37.8	**	40.38	40.53	1140736.5	
28.000	2000	15.8	31.61	6.62	0.980	30.99	6.49	1.986	347.77	2.3022	15.0	5.58	53.7	110.7	57.05	0.770	96.4	1.53	-0.0205	51.3	27.9	-0.007165	24.5	1030.6	0.00	-0.074059	374.8	358.3	**	**	16.63	0.008690	0.003952	-0.001618	-0.001099	0	41.8	21.4	0.018	0.018	1.019			1999.9	15.18	5.51	27.33	0.56	0.00	0.00	0.00	0.00	0	0	0	0	108.00	39.00	32.93	14.05	153	**	2.93	0.00	0.00	55.42	55.50	13.38	13.50	**	**	0.82	1.05	100.00	100.00	1.01	**	**			**	**	**	-0.00366	**	316.90	22:28:25	2019-10-14	3	**	**	**	**	**	30.00	60.0	**	**	**	**	**	**	**	**	**	**	**	**	**	16042		106.7	**	36.3	**	40.23	40.42	1140856.5	
29.000	3000	18.9	47.37	14.88	0.981	46.46	14.59	2.976	315.97	4.7027	15.0	5.58	59.4	102.9	43.56	0.748	98.5	1.53	-0.0217	50.8	28.0	-0.006956	24.5	1030.6	0.15	-0.076256	509.7	497.6	**	**	12.25	0.016449	0.006242	-0.001618	-0.001099	0	42.8	21.8	0.092	0.090	1.013			2999.9	19.63	9.28	24.84	0.70	0.00	0.00	0.00	0.00	0	0	0	0	100.01	29.46	68.35	14.06	200	**	5.28	0.00	0.00	59.18	59.53	13.88	14.00	**	**	0.82	1.13	100.00	100.00	1.00	**	**			**	**	**	-0.00366	**	316.93	22:30:25	2019-10-14	3	**	**	**	**	**	30.00	60.0	**	**	**	**	**	**	**	**	**	**	**	**	**	24142		99.9	**	35.3	**	40.08	40.28	1140976.5	
30.000	1001	0.0	0.00	0.00	0.981	0.01	0.00	0.001	144527.20	0.6184	15.0	5.59	58.8	104.5	45.70	0.652	90.7	1.54	-0.0227	50.7	28.1	-0.007029	24.4	1030.6	0.00	-0.068455	372.5	472.3	**	**	-99.53	0.005047	0.003486	-0.001618	-0.001099	0	41.8	21.9	0.002	0.002	1.021			1000.6	0.00	1.60	5.58	0.37	0.00	0.00	0.00	0.00	0	0	3	0	103.80	33.49	8.44	14.07	102	**	3.61	0.00	0.00	5.44	5.59	4.39	4.50	**	**	0.82	1.04	100.00	100.00	0.99	**	**			**	**	**	-0.00446	**	316.95	22:31:35	2019-10-14	3	**	**	**	**	**	30.00	60.0	**	**	**	**	**	**	**	**	**	**	**	**	**	8021		99.4	**	35.2	**	39.91	40.12	1141046.5	
