AVL_INDEP_TIME	SPEED_A	ALPHA	TORQUE_A	POWER	REDFAC	TORQUE_C	POWER_C	P_EFF_ME	BH	FUELCOSP	T_FUEL	P_FUEL	TWI	TWO	TWD	P_AGB	T_OIL	P_OILOF	P_OILCH	PHI	T_INTAKE	P_INTAKE	T_AIR	P_AIR	BLOWBY	P_CRANK	T_EXH_1	T_EXH_2	T_EXH_3	T_EXH_4	T_EXH_D	P_EXH_1	P_EXH_2	P_EXH_3	P_EXH_4	P_EXH_D	TLLKV	TLLKN	PLLKV	PLLKN	LAMBDA	VOL_BAT	AIRCONS	nmot	wped	ThrPos	zwout	InjTim	Knock1	Knock2	Knock3	Knock4	Misfir1	Misfir2	Misfir3	Misfir4	tmot	tans	AirFlow	ECU_u	prist	pristD	FuelCon	lamsoni	lamsbg	InCamA	InCamC	ExCamA	ExCamC	WGA_A	WGA_C	BoostP	BoostD	FlapPosA	FlapPosD	LambdaD	load	Airpress	dA_Alarm	CP_alarm	T_OILOF	T_EXH_5	T_EXH_6	P_EXH_5	P_EXH_6	RunningTime	TIME	DATE	Cycler	lamsoni_w	pans	PC_CoDc	PC_CoDc2	prist_A	TIC_dem	TW_DEM	EE_MEA01	EE_MEA02	EE_MEA03	EE_MEA04	EE_MEA05	EE_MEA06	EE_MEA07	EE_MEA08	EE_MEA09	EE_MEA10	EE_MEA11	EE_MEA12	EE_MEA13	ATL_Speed	T_B1	TWO2	V_D1	T_B1	T_B2	T_DB1	T_DB2	STWATCH1	
10.000	3000	100.0	332.79	104.55	0.984	327.62	102.93	20.904	247.59	25.8865	15.0	5.48	61.0	93.8	32.75	0.724	100.0	4.03	-0.0042	45.4	27.3	0.005073	25.3	1023.3	0.00	-0.014995	797.6	831.9	**	**	-34.26	0.204366	0.130458	-0.001618	-0.000732	0	115.3	29.6	0.890	0.861	0.996			2999.4	99.90	74.97	3.75	4.00	0.00	0.00	0.00	0.00	0	0	0	0	84.87	30.16	381.46	13.90	200	**	31.87	0.00	0.00	23.48	23.76	11.86	12.00	**	**	1.89	1.89	0.00	0.00	1.00	**	**			**	**	**	-0.00366	**	0.32	21:30:44	2019-10-08	3	**	**	**	**	**	30.00	60.0	**	**	**	**	**	**	**	**	**	**	**	**	**	-33336		91.3	**	38.4	**	38.74	38.98	1193.5	
11.000	3500	100.0	329.80	120.88	0.984	324.63	118.98	20.717	246.98	29.8526	15.0	5.46	60.9	92.1	31.22	0.703	99.6	3.94	-0.0037	45.5	27.3	0.005657	25.2	1023.4	0.05	-0.014802	822.0	844.4	**	**	-22.43	0.245879	0.166315	-0.001618	-0.000732	0	118.6	30.0	0.931	0.891	0.996			3500.2	99.90	78.82	4.25	3.90	0.00	0.00	0.00	0.00	0	0	0	0	83.71	30.37	442.45	13.89	200	**	36.94	0.00	0.00	23.09	23.30	18.87	19.00	**	**	1.92	1.93	0.00	0.00	1.00	**	**			**	**	**	-0.00438	**	0.36	21:32:44	2019-10-08	3	**	**	**	**	**	30.00	60.0	**	**	**	**	**	**	**	**	**	**	**	**	**	-33336		89.9	**	39.5	**	38.82	39.08	1313.5	
12.000	3900	100.0	333.80	136.30	0.985	328.59	134.20	20.964	251.83	34.3227	15.0	5.43	62.2	89.8	27.51	0.686	98.9	3.93	-0.0026	45.1	27.4	0.009798	25.6	1023.3	0.00	-0.013723	851.9	875.6	**	**	-23.69	0.305050	0.215379	-0.001616	-0.000732	0	121.7	30.8	0.967	0.915	0.995			3899.8	99.90	80.05	3.91	4.02	0.00	0.00	0.00	0.00	0	0	0	0	81.00	31.84	511.00	13.84	200	**	42.42	0.00	0.00	20.23	20.36	18.84	19.00	**	**	1.95	1.95	0.00	0.00	1.00	**	**			**	**	**	-0.00488	**	0.39	21:34:44	2019-10-08	3	**	**	**	**	**	30.00	60.0	**	**	**	**	**	**	**	**	**	**	**	**	**	-33336		87.8	**	40.9	**	39.12	39.07	1433.5	
13.000	4000	100.0	335.44	140.52	0.985	330.36	138.38	21.073	254.09	35.7050	15.0	5.43	62.8	89.0	26.27	0.675	98.8	3.93	-0.0017	44.8	27.5	0.011802	26.1	1023.3	0.00	-0.012214	853.2	872.5	**	**	-19.30	0.317471	0.223966	-0.000678	-0.000732	0	122.1	28.9	0.965	0.910	0.987			3999.8	99.90	80.05	3.95	4.10	0.00	0.00	0.00	0.00	0	0	0	0	80.40	30.00	527.43	13.83	200	**	45.24	0.00	0.00	19.72	20.00	18.81	19.00	**	**	1.94	1.95	0.00	0.00	0.99	**	**			**	**	**	-0.00468	**	0.42	21:36:44	2019-10-08	3	**	**	**	**	**	30.00	60.0	**	**	**	**	**	**	**	**	**	**	**	**	**	-33336		87.2	**	42.3	**	39.54	39.04	1553.5	
14.000	4100	100.0	334.93	143.81	0.985	329.89	141.64	21.040	256.31	36.8591	15.0	5.42	63.0	88.6	25.55	0.665	98.6	3.91	-0.0008	44.8	27.5	0.012917	25.9	1023.3	0.00	-0.012039	847.4	860.6	**	**	-13.18	0.322940	0.230691	-0.000373	-0.000732	0	122.0	29.0	0.951	0.892	0.972			4099.6	99.90	80.05	4.17	4.11	0.00	0.00	0.00	0.00	0	0	0	0	80.00	29.74	539.28	13.80	200	**	46.95	0.00	0.00	19.83	20.00	18.83	19.00	**	**	1.93	1.93	0.00	0.00	0.97	**	**			**	**	**	-0.00371	**	0.46	21:38:44	2019-10-08	3	**	**	**	**	**	30.00	60.0	**	**	**	**	**	**	**	**	**	**	**	**	**	-33336		86.6	**	43.6	**	39.96	39.06	1673.5	
15.000	4200	100.0	335.26	147.46	0.985	330.27	145.26	21.060	261.60	38.5689	15.0	5.41	63.2	88.5	25.25	0.667	98.8	3.89	0.0012	44.5	27.6	0.015162	26.4	1023.3	0.00	-0.010323	837.4	845.1	**	**	-7.68	0.331413	0.237001	-0.000373	-0.000732	0	122.6	31.6	0.957	0.895	0.950			4199.9	99.90	80.05	4.19	4.23	0.00	0.00	0.00	0.00	0	0	0	0	80.00	32.61	556.15	13.82	200	**	48.92	0.00	0.00	19.77	20.00	18.86	19.00	**	**	1.93	1.93	0.00	0.00	0.95	**	**			**	**	**	-0.00366	**	0.49	21:40:44	2019-10-08	3	**	**	**	**	**	30.00	60.0	**	**	**	**	**	**	**	**	**	**	**	**	**	-33336		86.6	**	44.9	**	40.36	39.06	1793.5	
16.000	4500	100.0	332.49	156.68	0.985	327.47	154.32	20.884	273.58	42.8670	15.0	5.38	63.7	87.8	24.18	0.672	99.1	3.83	0.0010	44.5	27.6	0.016109	26.3	1023.3	0.00	-0.009334	814.3	816.6	**	**	-2.31	0.351907	0.252802	-0.000373	-0.000612	0	122.8	30.1	0.938	0.868	0.905			4499.9	99.90	80.05	5.51	4.39	0.00	0.00	0.00	0.00	0	0	0	0	80.00	31.00	598.41	13.73	200	**	53.52	0.00	0.00	20.44	20.50	18.77	18.97	**	**	1.90	1.91	0.00	0.00	0.91	**	**			**	**	**	-0.00366	**	0.52	21:42:44	2019-10-08	3	**	**	**	**	**	30.00	60.0	**	**	**	**	**	**	**	**	**	**	**	**	**	-33336		86.0	**	46.0	**	40.88	39.04	1913.5	
17.000	4900	100.0	313.16	160.69	0.985	308.49	158.29	19.670	261.74	42.0582	15.0	5.39	64.3	87.7	23.39	0.691	99.4	3.78	0.0012	44.5	27.6	0.016019	26.4	1023.3	0.15	-0.009878	842.3	850.0	**	**	-7.67	0.377909	0.267379	-0.000373	-0.000640	0	118.4	29.3	0.851	0.772	0.946			4899.2	99.90	80.05	7.80	3.94	0.00	0.00	0.00	0.00	0	0	0	0	80.00	30.00	595.80	13.77	200	**	54.08	0.00	0.00	21.31	21.50	17.88	18.00	**	**	1.81	1.81	0.00	0.00	0.95	**	**			**	**	**	-0.00366	**	0.56	21:44:44	2019-10-08	3	**	**	**	**	**	30.00	60.0	**	**	**	**	**	**	**	**	**	**	**	**	**	-33335		85.9	**	47.0	**	41.55	39.12	2033.5	
18.000	5000	100.0	307.05	160.77	0.985	302.49	158.39	19.287	258.62	41.5754	15.0	5.39	64.6	87.9	23.24	0.700	100.0	3.77	0.0001	44.4	27.6	0.015632	26.5	1023.2	0.20	-0.010117	848.5	859.0	**	**	-10.47	0.378459	0.269769	-0.000373	-0.000611	0	116.1	28.9	0.822	0.741	0.958			5000.4	99.90	80.05	8.55	3.81	0.00	0.00	0.00	0.00	0	0	0	0	80.00	30.00	592.90	13.77	200	**	53.60	0.00	0.00	21.85	22.00	17.84	18.00	**	**	1.78	1.78	0.00	0.00	0.96	**	**			**	**	**	-0.00366	**	0.59	21:46:44	2019-10-08	3	**	**	**	**	**	30.00	60.0	**	**	**	**	**	**	**	**	**	**	**	**	**	-33335		86.1	**	48.2	**	42.21	39.24	2153.5	
19.000	5100	100.0	300.42	160.45	0.985	295.98	158.07	18.871	257.78	41.3611	15.0	5.39	64.8	87.9	23.07	0.706	100.4	3.76	0.0024	43.9	27.7	0.018491	26.9	1023.2	0.00	-0.007887	852.0	864.2	**	**	-12.25	0.380449	0.270229	-0.000373	-0.000610	0	115.6	30.7	0.805	0.720	0.962			5100.0	99.90	80.05	8.99	3.71	0.00	0.00	0.00	0.00	0	0	0	0	80.00	31.77	593.39	13.80	200	**	53.20	0.00	0.00	22.53	23.00	17.70	18.00	**	**	1.76	1.76	0.00	0.00	0.96	**	**			**	**	**	-0.00366	**	0.62	21:48:44	2019-10-08	3	**	**	**	**	**	30.00	60.0	**	**	**	**	**	**	**	**	**	**	**	**	**	-33335		86.1	**	49.3	**	42.77	39.44	2273.6	
20.000	5500	100.0	277.49	159.82	0.985	273.35	157.44	17.430	257.32	41.1234	15.0	5.39	65.3	87.4	22.15	0.721	101.1	3.74	0.0027	43.9	27.7	0.019925	27.1	1023.3	0.00	-0.006982	861.6	877.2	**	**	-15.61	0.386973	0.276423	-0.000373	-0.000610	0	112.9	30.0	0.740	0.651	0.977			5499.1	99.90	80.05	11.07	3.43	0.00	0.00	0.00	0.00	0	0	0	0	80.00	31.74	602.57	13.77	200	**	53.02	0.00	0.00	24.59	25.00	17.75	18.00	**	**	1.69	1.69	0.00	0.00	0.98	**	**			**	**	**	-0.00366	**	0.66	21:50:44	2019-10-08	3	**	**	**	**	**	30.00	60.0	**	**	**	**	**	**	**	**	**	**	**	**	**	-33335		85.7	**	50.4	**	43.45	39.75	2393.5	
21.000	5800	100.0	263.26	159.90	0.985	259.42	157.57	16.536	259.65	41.5143	15.0	5.39	65.6	87.2	21.59	0.734	101.5	3.71	0.0044	43.5	27.8	0.022772	27.7	1023.2	0.00	-0.004717	861.7	877.9	**	**	-16.19	0.392392	0.281261	-0.000393	-0.000610	0	111.7	28.9	0.716	0.625	0.977			5799.9	99.90	80.05	13.19	3.30	0.00	0.00	0.00	0.00	0	0	0	0	80.00	30.00	607.34	13.78	200	**	53.23	0.00	0.00	29.26	29.53	17.86	18.00	**	**	1.66	1.66	0.00	0.00	0.98	**	**			**	**	**	-0.00366	**	0.69	21:52:44	2019-10-08	3	**	**	**	**	**	30.00	60.0	**	**	**	**	**	**	**	**	**	**	**	**	**	-33335		85.6	**	51.5	**	44.01	40.25	2513.5	
22.000	6000	100.0	250.97	157.70	0.986	247.38	155.43	15.766	263.43	41.5402	15.0	5.39	65.9	87.1	21.18	0.744	102.0	3.70	0.0054	43.4	27.9	0.024078	27.9	1023.2	0.00	-0.003304	863.5	879.6	**	**	-16.12	0.392455	0.280706	-0.000951	-0.000600	0	111.3	32.2	0.699	0.606	0.973			5999.0	99.90	80.05	13.90	3.20	0.00	0.00	0.00	0.00	0	0	0	0	80.00	33.80	601.56	13.76	200	**	53.60	0.00	0.00	32.61	32.97	18.30	18.50	**	**	1.66	1.65	0.00	0.00	0.98	**	**			**	**	**	-0.00366	**	0.72	21:54:44	2019-10-08	3	**	**	**	**	**	30.00	60.0	**	**	**	**	**	**	**	**	**	**	**	**	**	-33335		85.5	**	52.5	**	44.33	40.73	2633.6	
23.000	6150	100.0	246.90	159.02	0.986	243.37	156.74	15.509	266.20	42.3275	15.0	5.38	66.2	87.2	20.96	0.754	102.6	3.69	0.0060	43.7	27.9	0.023020	27.8	1023.2	0.10	-0.003745	864.2	878.7	**	**	-14.49	0.400255	0.287948	-0.001618	-0.000610	0	112.3	29.9	0.700	0.607	0.968			6149.9	99.90	80.05	14.78	3.14	0.00	0.00	-0.08	0.00	0	0	0	0	80.00	31.83	608.15	13.76	200	**	54.22	0.00	0.00	34.15	34.56	18.33	18.50	**	**	1.64	1.64	0.00	0.00	0.97	**	**			**	**	**	-0.00372	**	0.76	21:56:44	2019-10-08	3	**	**	**	**	**	30.00	60.0	**	**	**	**	**	**	**	**	**	**	**	**	**	-33335		85.5	**	53.5	**	44.64	41.15	2753.5	
24.000	2000	19.6	49.99	10.47	0.986	49.28	10.32	3.139	281.52	2.9475	15.0	5.58	59.1	110.4	51.25	0.831	103.8	1.55	0.0036	44.2	27.9	0.020240	27.4	1023.1	0.24	-0.005333	534.5	690.9	**	**	-157.14	0.015699	0.006228	-0.001618	-0.000610	0	57.8	20.4	0.005	0.003	1.018			1999.9	20.68	7.15	22.48	0.70	0.00	0.00	0.00	0.00	0	0	0	0	107.10	32.71	46.56	14.11	200	**	17.54	0.00	0.00	55.33	55.50	13.85	14.00	**	**	0.82	1.03	100.00	100.00	1.01	**	**			**	**	**	-0.00457	**	0.79	21:58:44	2019-10-08	3	**	**	**	**	**	30.00	60.0	**	**	**	**	**	**	**	**	**	**	**	**	**	-33334		106.6	**	53.9	**	43.62	40.88	2873.6	
25.000	1001	0.0	0.00	-0.00	0.986	-0.01	-0.00	-0.001	45788.50	0.7024	15.0	5.59	54.6	108.0	53.44	0.841	97.1	1.54	-0.0005	44.8	27.7	0.011766	26.2	1023.1	0.34	-0.010735	354.0	493.4	**	**	-139.11	0.006091	0.003960	-0.001618	-0.000610	0	58.9	21.5	0.001	0.002	1.036			1000.2	0.00	1.77	1.24	0.40	0.00	0.00	0.00	0.00	0	0	6	0	105.64	36.00	9.62	14.06	111	**	3.45	0.00	0.00	6.00	6.06	4.38	4.50	**	**	0.81	1.03	100.00	100.00	1.00	**	**			**	**	**	-0.00488	**	0.82	22:00:44	2019-10-08	3	**	**	**	**	**	30.00	60.0	**	**	**	**	**	**	**	**	**	**	**	**	**	-33334		103.8	**	51.5	**	42.55	40.80	2993.5	
26.000	1200	11.9	15.84	1.99	0.986	15.62	1.96	0.995	534.82	1.0645	15.0	5.60	52.6	109.9	57.26	0.870	97.2	1.54	-0.0044	45.5	27.7	0.007085	25.7	1023.1	0.00	-0.016057	293.1	449.0	**	**	-156.29	0.005307	0.005090	-0.001618	-0.000732	0	49.7	21.2	0.003	0.003	1.025			1199.9	9.38	2.64	19.53	0.50	0.00	0.00	0.00	0.00	0	0	0	0	107.88	35.00	15.00	14.10	127	**	1.63	0.00	0.00	19.46	19.57	6.38	6.50	**	**	0.81	1.03	100.00	100.00	1.01	**	**			**	**	**	-0.00488	**	0.86	22:02:44	2019-10-08	3	**	**	**	**	**	30.00	60.0	**	**	**	**	**	**	**	**	**	**	**	**	**	-33334		105.8	**	49.2	**	41.93	40.81	3113.5	
27.000	1500	16.4	39.62	6.22	0.986	39.06	6.14	2.489	324.79	2.0226	15.0	5.58	53.1	110.2	57.16	0.942	98.8	1.54	-0.0078	45.9	27.6	0.000047	25.0	1023.0	0.00	-0.020388	335.9	329.9	**	**	5.34	0.007219	0.004303	-0.001618	-0.000844	0	41.3	21.2	0.017	0.017	1.021			1499.4	16.07	4.89	24.75	0.60	0.00	0.00	0.00	0.00	0	0	0	0	107.00	38.56	30.61	14.11	191	**	2.38	0.00	0.00	53.63	54.00	15.72	15.94	**	**	0.82	1.04	100.00	100.00	1.01	**	**			**	**	**	-0.00488	**	0.89	22:04:44	2019-10-08	3	**	**	**	**	**	30.00	60.0	**	**	**	**	**	**	**	**	**	**	**	**	**	-33334		106.5	**	46.9	**	41.48	40.78	3233.5	
28.000	2000	16.4	31.67	6.64	0.989	31.34	6.56	1.990	357.52	2.3726	15.0	5.59	54.8	110.4	55.66	1.012	98.6	1.53	-0.0084	47.6	28.4	-0.002349	24.4	1023.0	0.00	-0.022152	369.0	358.9	**	**	10.26	0.008639	0.004601	-0.001618	-0.000854	0	37.9	21.3	0.020	0.019	1.019			2000.1	16.00	5.57	26.70	0.59	0.00	0.00	0.00	0.00	0	0	0	0	107.92	38.00	34.81	14.08	160	**	2.97	0.00	0.00	55.28	55.53	13.37	13.53	**	**	0.82	1.05	100.00	100.00	1.01	**	**			**	**	**	-0.00488	**	0.92	22:06:44	2019-10-08	3	**	**	**	**	**	30.00	60.0	**	**	**	**	**	**	**	**	**	**	**	**	**	-33334		106.9	**	45.0	**	41.19	40.68	3353.5	
29.000	3000	19.0	47.38	14.89	0.986	46.70	14.67	2.976	319.21	4.7516	15.0	5.58	60.0	101.7	41.70	0.983	99.2	1.55	-0.0068	45.8	27.5	-0.000780	25.3	1023.0	0.00	-0.020315	499.9	491.9	**	**	8.40	0.016645	0.006657	-0.001618	-0.000854	0	40.2	21.6	0.093	0.090	1.013			3000.2	19.93	9.31	24.57	0.70	0.00	0.00	0.00	0.00	0	0	0	0	98.88	30.28	69.09	14.07	200	**	5.40	0.00	0.00	59.25	59.53	13.79	14.00	**	**	0.82	1.12	100.00	100.00	1.00	**	**			**	**	**	-0.00445	**	0.96	22:08:44	2019-10-08	3	**	**	**	**	**	30.00	60.0	**	**	**	**	**	**	**	**	**	**	**	**	**	-33334		99.3	**	43.7	**	41.22	40.69	3473.5	
30.000	1063	0.0	-1.13	-0.23	0.986	-1.25	-0.23	-0.080	29335.65	0.6285	15.0	5.59	59.1	103.5	44.27	0.888	93.4	1.54	-0.0083	46.0	27.4	-0.001473	24.9	1023.0	0.00	-0.021816	390.7	476.0	**	**	-84.07	0.005478	0.004070	-0.001618	-0.000854	0	38.8	22.0	0.004	0.005	1.893			1132.8	0.00	1.79	7.84	0.38	0.00	0.00	0.00	0.00	0	1	1	0	102.47	33.45	10.01	14.05	119	**	4.12	0.00	0.00	8.03	8.12	5.39	5.43	**	**	0.82	1.03	100.00	100.00	1.05	**	**			**	**	**	-0.00381	**	0.97	22:09:45	2019-10-08	3	**	**	**	**	**	30.00	60.0	**	**	**	**	**	**	**	**	**	**	**	**	**	-33334		99.4	**	43.3	**	41.11	40.58	3534.6	
